## Van Noten et al. JOSE - Electronic Supplement S2 - Results of the HVSR Survey south of Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Nr: number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date: date of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Name: ID name of measurement (A, B, C are measured with different Citysharks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Easting: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Northing: location in Lambert '72 coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lon: longitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lat:latitude in WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gain: amplification gain on Cityshark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ovmx: allowed saturation percentage (in %),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Rec. time: recording time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SR: Sampling rate (in Hz) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start time: starting time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#End time: End time of acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Filename: Filenumber of raw ambient noise data file (available upon request),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 min: f0_win/stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_win: average resonance frequency by taking the f0 of each individual window and averaging all f0 values from these windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 average: scanning the average curve and identifying the frequency at which the maximum amplitude occurs (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip: resonance frequency computed after interpolating the HV-Amplitude graph using python (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0_ip_diff: difference between f0_ip and f0 average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#error: standard deviation on f0 (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#f0 max: f0_win.stddev (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A0: maximum amplitude (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#nw: number of windows (from GEOPSY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Geology: Cover geology of the location (see paper for abbreviations; al = alluvium),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Group: Group number of the location (see paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#BM: Stratigraphy of bedrock of the Brabant Massif (pTu: Tubize Formation; pBl: Blanmont Formation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_max: maximum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_freq: Resonance frequency at A_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#max_Azi: Azimuth at which resonance frequency is maximum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#A_min: minimum amplitude at resonance frequency deduced from the HVSR polarisation analysis (see Fig. 4 of paper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_fre q:  Azimuth at which resonance frequency is minimal (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#min_Azi: Azimuth at which resonance frequency is minimum (deduced from polarisation analysis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nr,Date,Name,Easting,Northing,lat,lon,Z (DEM),Gain,Ovmx,Rec. time,SR,Start time,End time,Filename,f0 min,f0_win,f0 average,f0_ip,f0_ip_diff,error,f0 max,A0,nw,Geology,Region,BM,Th_indiv,Top_indiv,Th_all,Top_all,diff,borehole,A_max,max_freq,max_Azi,A_min,min_freq,min_Azi
134,28/08/2017,A349,147804.5522,159075.7532,50.74220223,4.337645955,65.64,256,5,00:20,100,10:10,00:00,170828_1010.349,1.358,1.392,1.414,1.397,0.005,0.034,1.426,7.812,13,KoSm_Al,R2,PBl,49.54,16.1,50.49,15.15,-0.95,,8.45958,1.398,20,6.21058,1.38379,120
135,28/08/2017,A350,149188.0209,159165.9244,50.7430163,4.357246533,102.38,256,5,00:20,100,10:55,00:00,170828_1055.350,1.117,1.234,1.211,1.211,-0.022,0.116,1.35,5.716,14,Br,R3,PBl,64.74,37.64,64.22,38.16,0.52,,6.32161,1.19942,60,5.16581,1.20761,130
136,28/08/2017,A351,149668.5694,158287.9124,50.73512361,4.364055656,117.09,256,5,00:20,100,11:23,00:00,170828_1123.351,1.083,1.123,1.15,1.125,0.002,0.04,1.163,14.713,53,Ld,R3,PBl,73.05,44.04,72.69,44.4,0.36,,18.177,1.13197,20,9.00426,1.14749,110
137,28/08/2017,A352,150204.4926,157684.7358,50.7297012,4.371646978,126.85,256,5,00:30,100,12:09,00:00,170828_1209.352,1.037,1.069,1.092,1.069,0,0.032,1.101,13.88,26,Ld,R3,PBl,79.44,47.41,79.22,47.63,0.22,,11.9017,1.06831,0,9.85973,1.06468,100
138,28/08/2017,A353,150532.8372,158271.1067,50.73497231,4.376298599,115.27,128,5,00:20,100,12:47,00:00,170828_1247.353,0.945,0.988,0.985,0.979,-0.008,0.042,1.03,15.457,52,Ld,R3,PBl,91.77,23.5,91.85,23.42,-0.08,,16.1342,0.967873,170,12.6809,1.00139,80
139,28/08/2017,A354,150579.346,159055.0535,50.74201976,4.376958758,107.77,256,5,00:20,100,13:32,00:00,170828_1332.354,1.029,1.08,1.092,1.105,0.025,0.052,1.132,11.594,13,Br,R3,PBl,75.24,32.53,74.92,32.85,0.31,,16.0291,1.05028,120,11.1341,1.06468,30
140,28/08/2017,A355,151210.1001,158974.5453,50.74129499,4.385894872,107.09,256,5,00:20,100,13:58,00:00,170828_1358.355,0.983,1.01,1.037,1.016,0.006,0.027,1.036,13.03,27,Br,R3,PBl,86.35,20.74,86.29,20.8,0.06,,14.6433,1.01512,170,9.94246,1.03255,80
141,28/08/2017,A356,151272.7589,158248.2271,50.73476542,4.386780001,116.83,256,5,00:20,100,14:27,00:00,170828_1427.356,0.968,1.007,0.985,1.002,-0.005,0.039,1.046,14.087,33,Br,R3,PBl,88.34,28.49,88.33,28.5,0.01,,14.2222,0.997989,60,12.9122,1.00139,140
142,28/08/2017,A357,148010.6532,158005.4517,50.73258119,4.340571575,109.66,256,5,00:20,100,14:58,00:00,170828_1458.357,1.001,1.059,1.037,1.059,0,0.058,1.117,11.897,21,Br,R3,PBl,80.67,28.99,80.48,29.18,0.19,,11.1563,1.08296,60,7.0645,1.06106,160
143,28/08/2017,A358,149574.4528,158778.5138,50.73953395,4.362721927,107.65,256,5,00:20,100,15:45,00:00,170828_1545.358,1.106,1.151,1.15,1.142,-0.009,0.045,1.196,10.395,15,Br,R3,PBl,71.28,36.37,70.88,36.77,0.4,,10.9338,1.14749,170,7.55269,1.1514,80
144,31/08/2017,A359,146624.7995,157210.4615,50.72542814,4.320948178,71.34,256,5,00:20,100,11:35,11:55,170831_1135.359,1.553,1.591,1.568,1.596,0.004,0.038,1.629,15.804,25,KoMo,R1,PBl,40.25,31.09,40.35,30.99,-0.11,,17.3061,1.58568,40,13.5302,1.6184,140
145,31/08/2017,A360,147395.2962,158455.7614,50.736627,4.331851965,77.58,256,5,00:20,100,12:10,12:30,170831_1210.360,1.322,1.413,1.414,1.45,0.037,0.091,1.504,9.403,20,Br,R3,PBl,48.17,29.41,47.42,30.16,0.75,,9.67373,1.50115,70,7.46214,1.45045,140
146,31/08/2017,A361,146911.1873,159095.5997,50.74237667,4.324988742,105.79,128,5,00:20,100,12:45,13:05,170831_1245.361,1.052,1.107,1.092,1.112,0.005,0.055,1.161,15.562,17,Br,R3,PTu,74.46,31.33,74.13,31.66,0.33,,14.2142,1.14041,50,13.1898,1.10189,110
147,31/08/2017,A362,146175.9554,157827.8959,50.73097601,4.314584993,64.01,128,5,00:20,100,14:10,14:30,170831_1410.362,3.12,3.247,3.232,3.242,-0.005,0.127,3.375,5.919,13,KoMo,R1,PBl,12.39,51.62,12.24,51.77,0.14,,5.75772,3.42384,160,5.33649,3.19648,100
148,31/08/2017,A363,146714.9927,160421.2779,50.75429312,4.322197476,119.56,128,5,00:20,100,15:12,15:32,170831_1512.363,1.31,1.511,1.275,1.596,0.321,0.198,1.794,11.62,27,Mal,R3,PBl,41.15,78.41,40.35,79.21,0.8,,11.2,1.61,110,9.741,1.57,50
149,31/08/2017,A364,144195.8836,159821.8933,50.74888538,4.286507328,51.93,128,5,00:20,100,16:13,16:33,170831_1613.364,2.074,2.186,2.251,2.232,0.046,0.112,2.298,8.363,22,KoSm,R1,PTu,23.04,28.89,22.95,28.98,0.09,,9.21491,2.19052,40,6.67601,2.26709,140
150,25/07/2017,B025,150430.6507,162006.8444,50.7685557,4.3748559,116.05,512,5,00:20,100,10:12,10:32,170725_1012.025,0.851,0.907,0.888,0.91,0.002,0.056,0.964,6.994,29,Shh,R3,PTu,103.47,12.58,103.88,12.17,-0.41,,7.33684,0.901089,0,6.76566,0.91656,90
151,25/07/2017,B026,150015.0475,161986.533,50.7683733,4.3689644,106.66,256,5,00:20,100,10:43,11:03,170725_1043.026,0.913,0.959,0.935,0.943,-0.016,0.046,1.005,9.933,36,Ld,R3,PTu,97.59,9.07,97.83,8.83,-0.24,,11.1829,0.932296,20,9.44313,0.938666,100
152,25/07/2017,B027,150052.892,162081.4422,50.7692265,4.3695009,106.75,512,5,00:20,100,11:16,11:36,170725_1116.027,0.907,0.958,0.985,0.963,0.005,0.05,1.008,11.329,32,Ld,R3,PTu,94.29,12.46,94.44,12.31,-0.15,,12.4158,0.948302,20,10.5017,0.961305,100
153,25/07/2017,B028,150508.5684,162376.6867,50.7718804,4.375961,108.28,256,5,00:20,100,11:45,12:05,170725_1145.028,0.841,0.884,0.888,0.9,0.016,0.043,0.926,8.923,9,Ld,R3,PTu,105.36,2.92,105.83,2.45,-0.47,,6.98421,0.88588,20,5.08557,0.913445,120
154,25/07/2017,B029,150030.0405,162284.174,50.771049,4.369177,100.01,256,5,00:20,100,13:19,13:39,170725_1319.029,0.887,0.93,0.935,0.936,0.006,0.043,0.973,10.488,32,Br,R3,PTu,98.79,1.22,99.07,0.94,-0.27,,11.2559,0.932296,20,8.77606,0.958038,120
155,25/07/2017,B030,149690.8531,162288.0732,50.771084,4.3643685,89.52,512,5,00:20,100,13:58,14:18,170725_1358.030,0.954,1.015,1.037,1.016,0.001,0.06,1.075,6.582,20,Br,R3,PTu,86.35,3.17,86.29,3.23,0.06,,6.37512,1.05028,30,5.68673,0.964583,90
156,25/07/2017,B031,150238.6549,162636.4626,50.7742159,4.3721347,96.08,512,5,00:20,100,14:29,14:49,170725_1429.031,0.865,0.926,0.985,0.986,0.06,0.062,0.988,7.339,9,Br,R3,PTu,90.71,5.37,90.76,5.32,-0.05,,7.22456,0.948302,60,5.87298,0.967873,140
157,25/07/2017,B032,150421.5307,162937.4097,50.7769212,4.3747278,104.6,512,5,00:20,100,15:05,15:25,170725_1505.032,0.912,0.916,0.916,0.92,0.004,0.128,1.044,3.832,10,Ld,R3,PTu,101.63,2.97,101.98,2.62,-0.36,,6.11466,0.850416,10,5.59383,0.894974,130
158,25/07/2017,B033,150049.7845,162653.8089,50.7743719,4.369457,88.72,256,5,00:20,100,15:34,15:54,170725_1534.033,0.878,0.952,0.985,0.973,0.021,0.074,1.026,8.611,21,Br,R3,PTu,92.7,-3.98,92.81,-4.09,-0.11,,8.55152,0.799865,0,7.03165,0.951536,100
159,25/07/2017,B034,149844.0795,162697.8484,50.7747678,4.3665406,93.19,512,5,00:20,100,16:05,16:25,170725_1605.034,0.853,0.979,0.985,0.983,0.004,0.126,1.104,3.675,20,Br,R3,PTu,91.16,2.03,91.23,1.96,-0.07,,2.74695,1.30154,120,2.44531,1.3149,30
160,31/07/2017,B035,149575.8476,162702.2436,50.7748072,4.3627377,101.97,1024,5,00:20,100,10:03,10:23,170731_1003.035,0.967,1.014,1.037,1.016,0.001,0.048,1.062,12.021,36,Ld,R3,PTu,86.35,15.62,86.29,15.68,0.06,,13.3175,1.00139,50,11.9336,1.01512,150
161,31/07/2017,B036,149648.5959,162823.934,50.7759012,4.363769,106.96,256,5,00:20,100,10:32,10:52,170731_1032.036,0.898,0.941,0.935,0.953,0.011,0.044,0.985,9.712,18,Ld,R3,PTu,95.92,11.04,96.11,10.85,-0.19,,9.96653,0.91656,40,9.23177,0.951536,120
162,31/07/2017,B037,149563.4754,162979.4067,50.7772988,4.362562,103.63,256,5,00:20,100,11:00,11:20,170731_1100.037,0.821,0.87,0.888,0.883,0.014,0.049,0.919,10.995,23,Ld,R3,PTu,108.71,-5.08,109.28,-5.65,-0.57,,10.839,0.865017,20,10.4229,0.882869,110
163,31/07/2017,B038,149461.3072,162843.0033,50.7760725,4.3611136,97.23,1024,5,00:20,100,11:25,11:45,170731_1125.038,0.855,0.907,0.935,0.92,0.013,0.052,0.959,8.988,21,Br,R3,PTu,101.63,-4.4,101.98,-4.75,-0.36,,10.1791,0.833221,60,8.61217,0.919686,10
164,31/07/2017,B039,149798.6221,162990.1402,50.7773954,4.365896,121.41,512,5,00:20,100,11:53,12:13,170731_1153.039,0.831,0.854,0.843,0.853,0,0.022,0.876,16.073,30,Mal,R3,PTu,115.05,6.36,115.82,5.59,-0.77,,17.8883,0.847526,30,14.3191,0.867967,120
165,31/07/2017,B041,148492.911,162905.4438,50.7766322,4.3473834,89.54,512,5,00:20,100,13:54,14:14,170731_1354.041,1.073,1.12,1.092,1.118,-0.002,0.047,1.168,8.143,25,Br,R3,PTu,73.81,15.73,73.46,16.08,0.34,,8.05374,1.08296,30,6.96298,1.10155,130
166,31/07/2017,B042,148128.5484,162904.2342,50.7766203,4.3422174,90.11,256,5,00:20,100,14:24,14:44,170731_1424.042,0.986,1.025,1.037,1.016,-0.009,0.039,1.064,10.872,29,Br,R3,PTu,86.35,3.76,86.29,3.82,0.06,,12.3008,1.01512,170,9.06814,1.01859,80
167,31/07/2017,B043,148320.1992,163076.9469,50.7781735,4.3449339,95.39,512,5,00:20,100,14:53,15:13,170731_1453.043,0.96,1.009,0.985,0.989,-0.02,0.049,1.057,9.952,29,Br,R3,PTu,90.25,5.14,90.3,5.09,-0.04,,11.2776,0.98449,0,8.5306,0.98449,90
168,31/07/2017,B044,148586.7839,163053.7553,50.7779657,4.3487138,98.96,256,5,00:20,100,15:21,15:41,170731_1521.044,0.909,0.96,0.985,0.969,0.009,0.051,1.011,11.053,31,Ld,R3,PTu,93.33,5.63,93.46,5.5,-0.12,,11.9891,0.91656,20,8.27443,0.98449,90
169,31/07/2017,B045,148772.136,162907.7317,50.7766534,4.3513423,90.5,256,5,00:20,100,15:51,16:11,170731_1551.045,0.938,0.986,0.985,0.976,-0.01,0.048,1.034,6.84,15,Br,R3,PTu,92.24,-1.74,92.33,-1.83,-0.09,,6.83343,0.964583,10,6.03505,0.98449,110
170,31/07/2017,B046,148997.8922,162760.1499,50.7753271,4.3545435,91.35,512,5,00:20,100,16:21,16:41,170731_1621.046,0.969,1.011,1.037,1.022,0.011,0.042,1.054,10.245,24,Br,R3,PTu,85.52,5.83,85.44,5.91,0.08,,10.5481,1.01859,110,9.29481,1.01512,0
171,02/08/2017,B047,148006.8623,162773.161,50.7754416,4.3404928,86.61,256,5,00:20,100,09:44,10:04,170802_0944.047,1.055,1.139,1.15,1.162,0.022,0.084,1.224,3.611,13,Br,R3,PTu,69.28,17.33,68.84,17.77,0.44,,7.46282,1.03255,160,6.52127,1.00823,60
172,02/08/2017,B048,147841.5895,162963.7768,50.7771546,4.3381485,90.46,512,5,00:20,100,10:13,10:33,170802_1013.048,0.944,0.968,0.985,0.973,0.004,0.024,0.992,15.081,21,Br,R3,PTu,92.7,-2.24,92.81,-2.35,-0.11,,15.8887,0.964583,60,12.8687,0.967873,150
173,02/08/2017,B049,147691.0048,162956.5757,50.7770893,4.3360135,82.11,512,5,00:20,100,10:43,11:03,170802_1043.049,0.99,1.038,1.037,1.046,0.008,0.048,1.086,11.985,18,Br,R3,PTu,82.33,-0.22,82.17,-0.06,0.16,,11.4536,1.03255,50,8.97717,1.06468,150
174,02/08/2017,B050,147881.5774,162653.583,50.7743662,4.3387172,85.36,256,5,00:20,100,11:17,11:37,170802_1117.050,0.988,1.051,1.037,1.049,-0.002,0.063,1.113,9.749,18,Br,R3,PTu,81.94,3.42,81.77,3.59,0.16,,7.20463,1.06831,120,6.67095,1.05028,0
175,02/08/2017,B051,147701.2963,162696.6733,50.7747529,4.336161,82.65,512,5,00:20,100,11:47,12:07,170802_1147.051,1.042,1.077,1.065,1.076,0,0.035,1.111,9.042,13,Br,R3,PTu,78.59,4.06,78.35,4.3,0.24,,8.5725,1.08296,110,7.85694,1.06831,0
176,02/08/2017,B052,147472.6044,163171.8436,50.7790236,4.3329155,70.44,256,5,00:20,100,12:16,12:36,170802_1216.052,1.036,1.103,1.092,1.125,0.022,0.067,1.171,9.225,12,Br,R3,PTu,73.05,-2.61,72.69,-2.25,0.36,,9.5211,1.11666,30,6.65745,1.16719,120
177,02/08/2017,B053,147696.6262,162399.9798,50.7720857,4.3360966,78.22,128,5,00:30,100,13:05,13:35,170802_1305.053,1.106,1.133,1.15,1.132,-0.001,0.027,1.159,17.719,37,Br,R3,PBl,72.31,5.91,71.94,6.28,0.38,,15.2123,1.14749,140,13.728,1.13197,50
178,02/08/2017,B054,147458.8254,162627.8152,50.7741329,4.3327238,62.14,256,5,00:20,100,13:54,14:14,170802_1354.054,1.186,1.222,1.222,1.225,0.003,0.036,1.258,9.81,12,Br,R3,PBl,63.53,-1.39,62.99,-0.85,0.54,,7.55259,1.28393,90,7.01949,1.24943,10
179,02/08/2017,B055,147546.6356,162477.9691,50.7727862,4.3339697,70.68,128,5,00:20,100,14:26,14:46,170802_1426.055,1.12,1.145,1.15,1.152,0.007,0.025,1.17,19.937,22,Br,R3,PBl,70.27,0.41,69.85,0.83,0.42,,15.7023,1.16322,20,14.242,1.14749,90
180,02/08/2017,B056,147399.6016,162809.8301,50.7757689,4.3318829,51.51,128,5,00:20,100,14:55,15:15,170802_1455.056,1.248,1.291,1.264,1.272,-0.019,0.043,1.334,8.449,10,KoMo,R1,PBl,58.7,-7.19,59.12,-7.61,-0.42,,8.65906,1.24943,50,6.68286,1.31043,140
181,02/08/2017,B057,147158.8131,162891.2684,50.7764999,4.3284684,53.86,128,5,00:20,100,15:25,15:45,170802_1525.057,1.204,1.236,1.211,1.238,0.002,0.032,1.268,9.815,18,KoMo,R1,PBl,61.4,-7.54,61.88,-8.02,-0.47,,9.57865,1.24943,120,9.09897,1.22001,50
182,02/08/2017,B058,146936.6541,162951.7719,50.7770427,4.3253181,53.6,128,5,00:20,100,15:54,16:14,170802_1554.058,1.266,1.304,1.308,1.313,0.009,0.039,1.343,6.091,10,KoMo,R1,PBl,55.68,-2.08,56.05,-2.45,-0.36,,5.66419,1.30154,60,4.84652,1.3149,150
183,02/08/2017,B059,146923.7283,162675.3625,50.7745578,4.3251371,71.92,256,5,00:20,100,16:27,16:47,170802_1627.059,1.156,1.184,1.18,1.186,0.002,0.028,1.213,11.121,11,Br,R3,PBl,66.99,4.93,66.51,5.41,0.48,,10.7075,1.17117,60,8.60021,1.18319,160
184,03/08/2017,B061,147324.9244,162721.0719,50.77497066,4.330824763,46.63,128,5,00:20,100,11:02,11:22,170803_1102.061,1.292,1.368,1.343,1.354,-0.014,0.076,1.444,5.494,12,KoSm_Al,R2,PBl,52.3,-5.67,53.22,-6.59,-0.92,,7.07279,1.398,10,5.04476,1.43172,100
185,03/08/2017,B062,147145.6821,162519.9854,50.77316212,4.328285046,66.89,128,5,00:20,100,11:33,11:53,170803_1133.062,1.141,1.17,1.15,1.162,-0.009,0.03,1.2,9.715,18,KoMo,R1,PBl,68.23,-1.34,68.84,-1.95,-0.61,,9.45616,1.18319,150,8.55139,1.14359,70
186,03/08/2017,B063,147517.144,161567.0488,50.76459718,4.333557598,90.36,256,5,00:20,100,12:12,12:32,170803_1212.063,0.943,0.978,0.985,0.989,0.011,0.035,1.013,9.009,7,Br,R3,PBl,90.25,0.11,90.3,0.06,-0.04,,7.15239,1.30154,150,6.6457,1.26657,80
187,03/08/2017,B064,147655.8465,161457.481,50.76361276,4.335524328,88.23,256,5,00:20,100,12:57,13:17,170803_1257.064,1.025,1.048,1.037,1.042,-0.005,0.022,1.07,15.309,26,Br,R3,PBl,82.84,5.39,82.7,5.53,0.14,,16.9524,1.03255,0,11.4089,1.08296,90
188,03/08/2017,B065,147843.2175,161420.9083,50.76328469,4.338180386,85.97,256,5,00:20,100,13:24,13:44,170803_1324.065,1.028,1.054,1.037,1.049,-0.005,0.026,1.081,11.854,19,Br,R3,PBl,81.94,4.03,81.77,4.2,0.16,,11.5957,1.05028,160,11.1131,1.05028,70
189,03/08/2017,B067,147922.015,161131.2739,50.76068124,4.339298867,91.87,256,5,00:20,100,14:29,14:49,170803_1429.067,1.015,1.058,1.037,1.046,-0.013,0.043,1.101,9.952,29,Br,R3,PBl,82.33,9.54,82.17,9.7,0.16,,11.5403,1.03336,0,9.39695,1.06694,90
190,03/08/2017,B068,148114.5533,161490.6571,50.76391263,4.342026003,87.81,256,5,00:20,100,15:06,15:26,170803_1506.068,1.258,1.292,1.275,1.264,-0.028,0.034,1.326,4.66,4,Br,R3,PBl,60.34,27.47,59.75,28.06,0.59,,7.28119,1.2756,120,5.8664,1.15584,50
191,03/08/2017,B069,147914.1311,161539.7739,50.76435351,4.339184873,74.03,128,5,00:20,100,15:36,15:56,170803_1536.069,1.087,1.18,1.211,1.244,0.065,0.093,1.272,6.893,16,Br_Al,R2,PBl,60.58,13.45,61.38,12.65,-0.79,,4.02504,1.2756,130,3.55816,1.2756,30
192,03/08/2017,B070,147690.5257,161244.3945,50.76169731,4.336017184,94.32,128,5,00:20,100,16:09,16:29,170803_1609.070,1,1.03,1.037,1.029,-0.001,0.03,1.06,10.002,21,Br,R3,PBl,84.57,9.75,84.47,9.85,0.1,,10.1301,1.02206,30,6.30726,1.11666,110
193,07/08/2017,B071,147463.1041,161235.3917,50.76161545,4.332793839,101.26,128,5,00:20,100,09:46,10:06,170807_0946.071,1.016,1.055,1.065,1.062,0.006,0.04,1.095,8.086,11,Ld,R3,PBl,80.3,20.96,80.1,21.16,0.2,,7.60557,1.03961,70,6.32987,1.02904,10
194,07/08/2017,B072,147333.7364,161425.9035,50.76332753,4.330958873,96.57,128,5,00:20,100,10:13,10:33,170807_1013.072,1.075,1.105,1.092,1.099,-0.007,0.03,1.136,11.393,22,Br,R3,PBl,75.91,20.66,75.61,20.96,0.3,,11.0114,1.10155,70,9.57605,1.10531,150
195,07/08/2017,B073,147538.2139,161350.4336,50.76264996,4.33385767,98.09,128,5,00:20,100,10:39,10:59,170807_1039.073,0.972,1.009,0.985,1.006,-0.003,0.037,1.045,7.868,11,Br,R3,PBl,87.77,10.32,87.74,10.35,0.02,,7.93201,1.01512,50,5.4537,1.19942,150
196,07/08/2017,B074,147666.0047,161048.2644,50.75993406,4.335670844,90.8,128,5,00:20,100,11:08,11:28,170807_1108.074,0.971,1.016,0.985,1.009,-0.006,0.045,1.06,10.266,19,Br,R3,PBl,87.34,3.46,87.3,3.5,0.03,,9.99036,1.01662,10,7.81497,1.00016,110
197,07/08/2017,B075,147460.2229,161046.2113,50.75991476,4.332754277,103.33,128,5,00:20,100,11:36,11:56,170807_1136.075,1.03,1.07,1.092,1.075,0.006,0.04,1.11,9.852,17,Br,R3,PBl,78.71,24.62,78.47,24.86,0.24,,10.2885,1.03607,40,7.89202,1.14749,130
198,07/08/2017,B077,148395.0539,161541.7792,50.76437302,4.346001707,103.28,128,5,00:20,100,13:20,13:40,170807_1320.077,0.988,1.018,1.037,1.026,0.008,0.03,1.048,13.872,22,Br,R3,PBl,84.98,18.3,84.88,18.4,0.09,,14.3439,1.02183,30,10.9217,1.04733,120
199,07/08/2017,B078,148718.4609,161513.1026,50.764116,4.350585938,109.57,128,5,00:20,100,14:19,14:39,170807_1419.078,0.913,0.929,0.935,0.926,-0.003,0.016,0.945,15.993,23,Ld,R3,PBl,100.55,9.02,100.87,8.7,-0.33,,13.7701,0.925901,0,12.6631,0.949004,90
200,07/08/2017,B079,148845.4278,161375.4247,50.76287857,4.352386035,107.11,128,5,00:20,100,14:54,15:14,170807_1454.079,0.9,0.936,0.935,0.933,-0.003,0.036,0.972,14.76,23,Ld,R3,PBl,99.31,7.8,99.6,7.51,-0.29,,12.7736,0.90336,0,9.98039,0.925901,80
201,07/08/2017,B080,148956.2634,161208.851,50.76138132,4.353957474,98.06,128,5,00:20,100,15:23,15:43,170807_1523.080,0.937,0.963,0.935,0.956,-0.007,0.027,0.99,10.353,7,Br,R3,PBl,95.42,2.64,95.6,2.46,-0.18,,7.4771,0.977421,110,6.56439,0.953454,40
202,07/08/2017,B081,149077.1911,161088.394,50.76029864,4.355671741,93.44,128,5,00:20,100,15:49,16:09,170807_1549.081,0.856,0.9,0.897,0.902,0.002,0.045,0.945,10.785,11,Br,R3,PBl,104.98,-11.54,105.43,-11.99,-0.46,,9.6955,0.90336,20,7.33051,0.925901,120
203,07/08/2017,B082,149217.8032,161284.3697,50.7620606,4.357664287,99.74,128,5,00:20,100,16:17,16:37,170807_1617.082,0.923,0.965,0.96,0.952,-0.013,0.043,1.008,11.053,8,Br,R3,PTu,96.08,3.66,96.28,3.46,-0.2,,8.15996,1.05746,170,7.4905,1.09781,60
204,09/08/2017,B083,148561.6746,161385.0699,50.76296467,4.348364063,101.71,128,5,00:20,100,10:17,10:37,170809_1017.083,0.907,0.966,0.985,0.966,0,0.059,1.025,9.761,34,Br,R3,PBl,93.81,7.9,93.94,7.77,-0.14,,10.2795,0.949004,30,8.15678,0.972684,130
205,09/08/2017,B084,148410.3594,161145.4272,50.76080997,4.346220307,102.82,128,5,00:20,100,10:43,11:03,170809_1043.084,0.994,1.086,1.092,1.105,0.019,0.092,1.178,8.385,23,Br,R3,PBl,75.24,27.58,74.92,27.9,0.31,,7.77598,1.10025,10,6.9153,1.15584,110
206,09/08/2017,B085,148199.3166,161314.619,50.76233036,4.343228303,98.52,128,5,00:20,100,11:13,11:33,170809_1113.085,1.096,1.154,1.15,1.145,-0.009,0.058,1.211,7.465,25,Br,R3,PBl,70.97,27.55,70.57,27.95,0.4,,7.72221,1.13197,70,6.00928,1.1514,160
207,09/08/2017,B086,148558.8107,161022.7789,50.75970777,4.348324835,108.71,128,5,00:20,100,11:46,12:06,170809_1146.086,0.944,0.984,0.985,0.986,0.002,0.04,1.024,10.628,28,Ld,R3,PBl,90.71,18,90.76,17.95,-0.05,,10.5698,0.972684,160,9.8016,0.972684,50
208,09/08/2017,B087,148717.1855,161220.5085,50.76148566,4.350568838,108.8,128,5,00:20,100,12:20,12:40,170809_1220.087,0.896,0.961,0.985,0.973,0.012,0.064,1.025,10.781,21,Ld,R3,PBl,92.7,16.1,92.81,15.99,-0.11,,10.2616,0.949004,10,9.28349,0.972684,130
